ZONA,TIPO_DELITO,FECHA_INICIO,AÑO,MES,SEMANA,TOTAL_DELITOS_REAL,TOTAL_DELITOS_PREDICHO,ERROR_ABSOLUTO,ERROR_PORCENTUAL,TIPO_MODELO
Guanentá,DELITO_SEXUAL,2025-01-06,2025,1,2,3,2.87,0.13,4.34,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-01-06,2025,1,2,2,2.0,0.0,0.05,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-01-06,2025,1,2,9,9.13,0.13,1.41,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-01-06,2025,1,2,4,4.01,0.01,0.28,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-01-06,2025,1,2,73,53.42,19.58,26.82,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-01-06,2025,1,2,2,1.95,0.05,2.68,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-01-06,2025,1,2,2,2.19,0.19,9.69,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-01-06,2025,1,2,23,24.27,1.27,5.5,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-01-13,2025,1,3,6,6.15,0.15,2.56,INDIVIDUAL
Vélez,HURTO,2025-01-13,2025,1,3,1,1.08,0.08,7.84,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-01-13,2025,1,3,5,6.49,1.49,29.71,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-01-13,2025,1,3,58,90.85,32.85,56.64,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-01-13,2025,1,3,2,2.07,0.07,3.49,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-01-13,2025,1,3,3,2.93,0.07,2.42,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-01-13,2025,1,3,2,2.08,0.08,4.18,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-01-13,2025,1,3,30,26.77,3.23,10.75,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-01-13,2025,1,3,2,1.89,0.11,5.61,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-01-13,2025,1,3,3,3.58,0.58,19.34,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-01-13,2025,1,3,15,10.96,4.04,26.92,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-01-13,2025,1,3,8,8.22,0.22,2.75,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-01-20,2025,1,4,8,8.6,0.6,7.5,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2025-01-20,2025,1,4,1,0.99,0.01,0.6,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-01-20,2025,1,4,6,7.49,1.49,24.85,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-01-20,2025,1,4,25,26.82,1.82,7.27,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-01-20,2025,1,4,5,5.46,0.46,9.27,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-01-20,2025,1,4,66,76.77,10.77,16.31,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-01-20,2025,1,4,5,5.79,0.79,15.81,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-01-20,2025,1,4,3,3.37,0.37,12.18,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-01-20,2025,1,4,3,3.15,0.15,4.84,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-01-20,2025,1,4,8,8.02,0.02,0.24,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-01-27,2025,1,5,31,31.51,0.51,1.65,INDIVIDUAL
Yariguíes,HURTO,2025-01-27,2025,1,5,1,0.99,0.01,1.36,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-01-27,2025,1,5,9,8.53,0.47,5.24,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-01-27,2025,1,5,8,8.3,0.3,3.76,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-01-27,2025,1,5,5,4.81,0.19,3.77,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-01-27,2025,1,5,80,78.33,1.67,2.08,INDIVIDUAL
Metropolitana,HURTO,2025-01-27,2025,1,5,1,1.0,0.0,0.13,POR_TIPO
Yariguíes,DELITO_SEXUAL,2025-01-27,2025,1,5,1,1.48,0.48,47.98,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-01-27,2025,1,5,9,8.96,0.04,0.4,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-01-27,2025,1,5,3,3.36,0.36,11.99,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-01-27,2025,1,5,13,11.4,1.6,12.28,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-02-03,2025,2,6,2,1.38,0.62,31.07,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-02-03,2025,2,6,1,0.98,0.02,1.55,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-02-03,2025,2,6,21,21.09,0.09,0.41,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-02-03,2025,2,6,3,3.46,0.46,15.24,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-02-03,2025,2,6,62,62.74,0.74,1.19,INDIVIDUAL
Vélez,HURTO,2025-02-03,2025,2,6,1,1.06,0.06,5.76,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-02-03,2025,2,6,2,1.94,0.06,3.17,INDIVIDUAL
Guanentá,HURTO,2025-02-03,2025,2,6,2,1.98,0.02,1.05,POR_TIPO
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-02-03,2025,2,6,5,5.2,0.2,3.99,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-02-03,2025,2,6,8,7.84,0.16,1.96,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-02-03,2025,2,6,6,5.75,0.25,4.21,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-02-03,2025,2,6,3,2.99,0.01,0.28,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-02-10,2025,2,7,7,7.03,0.03,0.43,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-02-10,2025,2,7,2,2.04,0.04,1.97,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2025-02-10,2025,2,7,1,1.01,0.01,1.2,POR_TIPO
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-02-10,2025,2,7,7,7.43,0.43,6.17,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-02-10,2025,2,7,3,3.25,0.25,8.41,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-02-10,2025,2,7,23,22.87,0.13,0.55,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-02-10,2025,2,7,1,1.07,0.07,6.97,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-02-10,2025,2,7,15,13.57,1.43,9.5,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-02-10,2025,2,7,7,5.99,1.01,14.36,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-02-10,2025,2,7,1,1.0,0.0,0.13,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-02-10,2025,2,7,84,84.68,0.68,0.8,INDIVIDUAL
Vélez,HURTO,2025-02-10,2025,2,7,1,1.13,0.13,12.56,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-02-17,2025,2,8,3,3.09,0.09,3.05,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-02-17,2025,2,8,89,82.99,6.01,6.76,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-02-17,2025,2,8,5,4.46,0.54,10.85,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-02-17,2025,2,8,15,15.29,0.29,1.96,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-02-17,2025,2,8,2,2.06,0.06,3.25,INDIVIDUAL
Yariguíes,HURTO,2025-02-17,2025,2,8,1,1.01,0.01,1.25,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-02-17,2025,2,8,1,1.03,0.03,2.73,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-02-17,2025,2,8,19,18.5,0.5,2.61,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-02-17,2025,2,8,4,4.4,0.4,10.11,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-02-17,2025,2,8,2,1.79,0.21,10.51,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-02-17,2025,2,8,4,3.89,0.11,2.8,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2025-02-17,2025,2,8,1,1.0,0.0,0.16,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-02-17,2025,2,8,2,2.3,0.3,14.9,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-02-24,2025,2,9,31,29.93,1.07,3.45,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-02-24,2025,2,9,2,2.92,0.92,46.13,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2025-02-24,2025,2,9,1,1.01,0.01,1.1,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-02-24,2025,2,9,1,1.09,0.09,8.89,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-02-24,2025,2,9,14,14.7,0.7,5.01,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-02-24,2025,2,9,1,1.19,0.19,19.15,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-02-24,2025,2,9,63,62.65,0.35,0.56,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-02-24,2025,2,9,4,4.01,0.01,0.34,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-02-24,2025,2,9,5,6.54,1.54,30.82,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-02-24,2025,2,9,1,1.11,0.11,10.84,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-02-24,2025,2,9,1,1.02,0.02,2.05,INDIVIDUAL
Vélez,HURTO,2025-02-24,2025,2,9,1,1.11,0.11,10.86,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-03-03,2025,3,10,9,7.82,1.18,13.06,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-03-03,2025,3,10,3,3.48,0.48,15.87,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-03-03,2025,3,10,34,35.46,1.46,4.31,INDIVIDUAL
Metropolitana,HURTO,2025-03-03,2025,3,10,1,1.0,0.0,0.14,POR_TIPO
Guanentá,DELITO_SEXUAL,2025-03-03,2025,3,10,3,2.76,0.24,8.0,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-03-03,2025,3,10,5,5.29,0.29,5.81,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-03-03,2025,3,10,1,0.98,0.02,2.33,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-03-03,2025,3,10,15,14.43,0.57,3.8,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-03-03,2025,3,10,1,0.94,0.06,5.66,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-03-03,2025,3,10,80,79.41,0.59,0.74,INDIVIDUAL
Comunera,HURTO,2025-03-03,2025,3,10,2,1.99,0.01,0.4,POR_TIPO
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-03-03,2025,3,10,7,7.38,0.38,5.4,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2025-03-03,2025,3,10,1,1.01,0.01,1.2,POR_TIPO
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-03-03,2025,3,10,2,2.06,0.06,2.95,INDIVIDUAL
Guanentá,HURTO,2025-03-03,2025,3,10,1,1.0,0.0,0.18,POR_TIPO
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-03-10,2025,3,11,79,76.97,2.03,2.58,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-03-10,2025,3,11,3,2.89,0.11,3.73,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-03-10,2025,3,11,8,7.52,0.48,6.05,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-03-10,2025,3,11,9,9.1,0.1,1.07,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-03-10,2025,3,11,21,21.15,0.15,0.73,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-03-10,2025,3,11,9,7.87,1.13,12.52,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-03-10,2025,3,11,11,11.11,0.11,0.97,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-03-10,2025,3,11,1,1.04,0.04,4.25,INDIVIDUAL
Yariguíes,HURTO,2025-03-10,2025,3,11,2,1.97,0.03,1.49,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-03-10,2025,3,11,5,3.79,1.21,24.3,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-03-10,2025,3,11,3,2.97,0.03,1.05,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-03-10,2025,3,11,5,4.9,0.1,1.91,INDIVIDUAL
Vélez,HURTO,2025-03-10,2025,3,11,2,2.46,0.46,22.94,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2025-03-17,2025,3,12,1,1.01,0.01,1.2,POR_TIPO
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-03-17,2025,3,12,6,6.32,0.32,5.31,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-03-17,2025,3,12,5,5.04,0.04,0.74,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-03-17,2025,3,12,87,82.25,4.75,5.46,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-03-17,2025,3,12,7,7.11,0.11,1.53,INDIVIDUAL
Yariguíes,HURTO,2025-03-17,2025,3,12,3,3.13,0.13,4.22,INDIVIDUAL
Vélez,HURTO,2025-03-17,2025,3,12,1,1.23,0.23,22.59,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-03-17,2025,3,12,29,28.68,0.32,1.1,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-03-17,2025,3,12,10,9.68,0.32,3.2,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-03-17,2025,3,12,2,2.09,0.09,4.46,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2025-03-17,2025,3,12,1,1.0,0.0,0.02,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-03-17,2025,3,12,3,2.92,0.08,2.65,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-03-17,2025,3,12,2,2.44,0.44,21.97,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-03-24,2025,3,13,2,2.23,0.23,11.67,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-03-24,2025,3,13,30,31.18,1.18,3.94,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-03-24,2025,3,13,2,2.06,0.06,3.16,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-03-24,2025,3,13,1,1.1,0.1,9.55,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-03-24,2025,3,13,60,64.21,4.21,7.02,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-03-24,2025,3,13,4,4.87,0.87,21.75,INDIVIDUAL
Vélez,HURTO,2025-03-24,2025,3,13,1,1.06,0.06,6.03,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-03-24,2025,3,13,1,0.98,0.02,2.15,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-03-24,2025,3,13,9,9.22,0.22,2.44,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-03-24,2025,3,13,6,6.32,0.32,5.38,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-03-24,2025,3,13,13,13.4,0.4,3.1,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-03-24,2025,3,13,1,1.03,0.03,2.52,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-03-31,2025,3,14,19,18.96,0.04,0.21,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-03-31,2025,3,14,18,17.75,0.25,1.37,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-03-31,2025,3,14,73,71.83,1.17,1.6,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-03-31,2025,3,14,11,11.36,0.36,3.25,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-03-31,2025,3,14,4,4.25,0.25,6.28,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-03-31,2025,3,14,1,1.05,0.05,4.55,INDIVIDUAL
Vélez,HURTO,2025-03-31,2025,3,14,1,1.09,0.09,8.65,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2025-03-31,2025,3,14,1,1.01,0.01,1.04,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-03-31,2025,3,14,1,1.06,0.06,6.41,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-03-31,2025,3,14,1,1.0,0.0,0.14,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-03-31,2025,3,14,5,5.16,0.16,3.24,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-03-31,2025,3,14,4,4.01,0.01,0.23,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-03-31,2025,3,14,3,2.95,0.05,1.82,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-04-07,2025,4,15,1,0.96,0.04,4.18,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-04-07,2025,4,15,3,3.28,0.28,9.22,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-04-07,2025,4,15,1,1.24,0.24,24.3,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-04-07,2025,4,15,3,2.78,0.22,7.4,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-04-07,2025,4,15,3,3.0,0.0,0.05,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2025-04-07,2025,4,15,1,0.98,0.02,2.2,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-04-07,2025,4,15,26,26.41,0.41,1.59,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-04-07,2025,4,15,11,11.1,0.1,0.91,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-04-07,2025,4,15,2,2.07,0.07,3.65,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-04-07,2025,4,15,81,81.09,0.09,0.11,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-04-07,2025,4,15,4,4.46,0.46,11.53,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-04-07,2025,4,15,3,2.96,0.04,1.42,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-04-14,2025,4,16,19,19.19,0.19,1.02,INDIVIDUAL
Comunera,HURTO,2025-04-14,2025,4,16,1,1.0,0.0,0.31,POR_TIPO
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-04-14,2025,4,16,11,11.04,0.04,0.32,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-04-14,2025,4,16,13,13.64,0.64,4.9,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-04-14,2025,4,16,1,1.02,0.02,1.86,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-04-14,2025,4,16,2,3.12,1.12,56.05,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-04-14,2025,4,16,61,56.95,4.05,6.63,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-04-14,2025,4,16,1,1.07,0.07,6.92,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2025-04-14,2025,4,16,1,1.01,0.01,1.12,POR_TIPO
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-04-14,2025,4,16,5,4.65,0.35,7.07,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-04-14,2025,4,16,2,1.92,0.08,3.75,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-04-14,2025,4,16,1,0.97,0.03,2.64,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-04-14,2025,4,16,1,1.01,0.01,1.19,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-04-21,2025,4,17,6,4.33,1.67,27.89,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-04-21,2025,4,17,2,2.16,0.16,7.86,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-04-21,2025,4,17,85,81.49,3.51,4.13,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-04-21,2025,4,17,6,7.04,1.04,17.4,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-04-21,2025,4,17,2,2.13,0.13,6.38,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-04-21,2025,4,17,16,16.58,0.58,3.64,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-04-21,2025,4,17,11,11.04,0.04,0.35,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-04-21,2025,4,17,2,1.1,0.9,44.87,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-04-21,2025,4,17,7,7.39,0.39,5.63,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-04-21,2025,4,17,23,22.39,0.61,2.63,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-04-28,2025,4,18,5,3.71,1.29,25.83,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-04-28,2025,4,18,1,0.94,0.06,6.0,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-04-28,2025,4,18,1,1.08,0.08,8.39,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-04-28,2025,4,18,66,68.07,2.07,3.13,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-04-28,2025,4,18,5,4.85,0.15,2.93,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-04-28,2025,4,18,17,16.61,0.39,2.3,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-04-28,2025,4,18,2,2.0,0.0,0.08,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-04-28,2025,4,18,34,34.18,0.18,0.53,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-04-28,2025,4,18,9,9.97,0.97,10.75,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-04-28,2025,4,18,2,2.3,0.3,14.99,INDIVIDUAL
Vélez,HURTO,2025-04-28,2025,4,18,2,1.9,0.1,5.03,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-04-28,2025,4,18,3,3.11,0.11,3.64,INDIVIDUAL
Comunera,DELITO_SEXUAL,2025-05-05,2025,5,19,4,4.4,0.4,9.92,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-05-05,2025,5,19,1,0.99,0.01,1.44,INDIVIDUAL
Vélez,HURTO,2025-05-05,2025,5,19,1,1.05,0.05,4.85,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2025-05-05,2025,5,19,1,1.01,0.01,1.42,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-05-05,2025,5,19,25,25.17,0.17,0.69,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-05-05,2025,5,19,3,3.02,0.02,0.66,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-05-05,2025,5,19,13,7.13,5.87,45.17,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-05-05,2025,5,19,1,1.13,0.13,12.56,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-05-05,2025,5,19,6,6.86,0.86,14.27,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-05-05,2025,5,19,1,0.97,0.03,2.98,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-05-05,2025,5,19,9,9.73,0.73,8.07,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-05-05,2025,5,19,16,16.08,0.08,0.52,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-05-05,2025,5,19,8,9.42,1.42,17.81,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-05-05,2025,5,19,77,76.48,0.52,0.68,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2025-05-12,2025,5,20,3,2.92,0.08,2.82,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2025-05-12,2025,5,20,37,34.68,2.32,6.26,INDIVIDUAL
Vélez,DELITO_SEXUAL,2025-05-12,2025,5,20,1,0.95,0.05,4.74,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2025-05-12,2025,5,20,12,12.64,0.64,5.32,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2025-05-12,2025,5,20,2,1.89,0.11,5.47,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2025-05-12,2025,5,20,2,2.36,0.36,17.9,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2025-05-12,2025,5,20,6,6.07,0.07,1.12,INDIVIDUAL
Guanentá,HURTO,2025-05-12,2025,5,20,1,1.0,0.0,0.1,POR_TIPO
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2025-05-12,2025,5,20,59,61.41,2.41,4.09,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2025-05-12,2025,5,20,2,2.12,0.12,6.22,INDIVIDUAL
Vélez,HURTO,2025-05-12,2025,5,20,1,0.96,0.04,3.64,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2025-05-12,2025,5,20,7,7.95,0.95,13.57,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2025-05-12,2025,5,20,4,4.4,0.4,10.1,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2025-05-12,2025,5,20,1,0.97,0.03,3.02,INDIVIDUAL
